eventid,venueid,catid,dateid,eventname,starttime
6872,58,9,1969,Snoop Dogg,5/1/08 14:00
6873,1,9,1828,Donna Summer,1/2/08 19:30
6874,71,9,1999,Janet Jackson,6/22/08 15:00
6875,83,9,1930,Ted Nugent,4/14/08 19:30
6876,118,9,2020,Robert Plant and Alison Krauss,7/13/08 19:30
6877,8,9,2107,Soulfest,10/8/08 14:00
6878,71,9,2069,Insane Clown Posse,8/31/08 19:30
6879,37,9,2097,Kenny G,9/28/08 19:00
6880,75,9,1904,Gretchen Wilson,3/19/08 19:30
6881,14,9,1842,Justin Timberlake,1/16/08 15:00
6882,2,9,2131,Josh Turner,11/1/08 14:00
6883,57,9,2166,Blind Melon,12/6/08 15:00
6884,77,9,1867,Foo Fighters,2/10/08 15:00
6885,18,9,2184,Mogwai,12/24/08 14:00
6886,64,9,2079,Suzanne Vega,9/10/08 19:30
6887,116,9,2156,Paul McCartney,11/26/08 15:00
6888,82,9,2118,Fiction Plane,10/19/08 14:00
6889,108,9,1879,Govt Mule,2/22/08 19:30
6890,3,9,2124,Kanye West,10/25/08 14:00
6891,64,9,2015,Martina McBride,7/8/08 14:00
6892,77,9,2110,Paul Weller,10/11/08 14:00
6893,65,9,2004,Simple Plan,6/27/08 14:00
6894,100,9,2079,Irish Tenors,9/10/08 19:30
6895,36,9,1913,John Fogerty,3/28/08 14:00
6896,71,9,2096,Stephenie Meyer,9/27/08 14:00
6897,48,9,2112,Burt Bacharach,10/13/08 19:30
6898,99,9,1926,Neil Diamond,4/10/08 15:00
6899,119,9,2151,Counting Crows,11/21/08 19:00
6900,33,9,1878,Jessica Simpson,2/21/08 19:00
6901,123,9,1831,Stone Temple Pilots,1/5/08 14:00
6902,117,9,2138,Southside Johnny & the Asbury Jukes,11/8/08 15:00
6903,74,9,2012,Kenny Loggins,7/5/08 14:00
6904,51,9,1869,Celtic Thunder,2/12/08 14:00
6905,120,9,2153,Bryan Adams,11/23/08 14:00
6906,116,9,1965,Donna Summer,5/1/08 14:00
6907,27,9,2081,Wolf Parade,9/12/08 19:30
6908,124,9,1897,Dwight Yoakam,3/12/08 15:00
6909,98,9,2147,Dennis DeYoung,11/17/08 15:00
6910,108,9,1846,Lenny Kravitz,1/20/08 19:00
6911,85,9,2178,Gwen Stefani,12/18/08 15:00
6912,82,9,1830,Shakira,1/4/08 14:00
6913,91,9,2009,Jesse McCartney,7/2/08 15:00
6914,86,9,2040,Stray Cats,8/2/08 15:00
6915,10,9,2140,Foo Fighters,11/10/08 19:00
6916,12,9,1918,Children of Bodom,4/2/08 14:00
6917,129,9,2151,Eva Ayllon,11/21/08 14:00
6918,87,9,2023,Tokyo Police Club,7/16/08 15:00
6919,34,9,2042,Montgomery Gentry,8/4/08 14:00
6920,7,9,2005,Serj Tankian,6/28/08 14:00
6921,107,9,1979,Nine Inch Nails,6/2/08 19:30
6922,76,9,1933,George Michael,4/17/08 19:30
6923,72,9,2028,Foo Fighters,7/21/08 15:00
6924,72,9,2174,Flogging Molly,12/14/08 14:00
6925,91,9,2050,Sheryl Crow,8/12/08 15:00
6926,24,9,1894,Feist,3/9/08 14:00
6927,87,9,2096,Gordon Lightfoot,9/27/08 19:00
6928,126,9,2036,Serj Tankian,7/29/08 15:00
6929,60,9,2152,Styx,11/22/08 19:00
6930,72,9,2163,Eddie Vedder,12/3/08 15:00
6931,96,9,1917,Carrie Underwood,4/1/08 14:00
6932,6,9,2116,Celine Dion,10/17/08 19:30
6933,80,9,2055,Dandy Warhols,8/17/08 19:00
6934,116,9,1905,The Raconteurs,3/20/08 19:00
6935,128,9,1928,Squeeze,4/12/08 19:00
6936,104,9,2069,Gavin DeGraw,8/31/08 19:00
6937,97,9,1993,Phil Vassar,6/16/08 14:00
6938,54,9,2123,Dave Stewart,10/24/08 19:00
6939,119,9,2030,Alkaline Trio,7/23/08 14:00
6940,3,9,1911,Extreme,3/26/08 19:30
6941,72,9,1833,Crue Fest,1/7/08 19:00
6942,120,9,2151,Sound Tribe Sector 9,11/21/08 19:00
6943,86,9,2163,Jason Mraz,12/3/08 14:00
6944,99,9,1931,Huey Lewis and the News,4/15/08 14:00
6945,112,9,1990,Godsmack,6/13/08 14:00
6946,118,9,2062,Hot Chip,8/24/08 19:00
6947,86,9,1985,Huey Lewis and the News,6/8/08 15:00
6948,66,9,2031,Kansas,7/24/08 19:30
6949,9,9,2115,Zucchero,10/16/08 19:30
6950,69,9,2128,Ray Lamontagne,10/29/08 14:00
6951,62,9,2186,Fleet Foxes,12/26/08 19:30
6952,31,9,2011,Kanye West,7/4/08 15:00
6953,93,9,1934,Fergie,4/18/08 14:00
6954,111,9,2075,Tegan and Sara,9/6/08 14:00
6955,61,9,2144,Manhattan Transfer,11/14/08 19:00
6956,103,9,2115,Dandy Warhols,10/16/08 19:00
6957,85,9,2189,Jason Aldean,12/29/08 14:00
6958,116,9,2030,Fleet Foxes,7/23/08 15:00
6959,90,9,2045,Michael Bolton,8/7/08 14:00
6960,62,9,1904,Carcass,3/19/08 15:00
6961,100,9,2000,Jesse Lacey,6/23/08 19:30
6962,6,9,1957,Rick Springfield,5/1/08 15:00
6963,91,9,2017,O.A.R.,7/10/08 15:00
6964,10,9,2018,English Beat,7/11/08 15:00
6965,57,9,1900,Chromeo,3/15/08 14:00
6966,72,9,1832,Gavin DeGraw,1/6/08 19:00
6967,68,9,2188,Live,12/28/08 19:30
6968,16,9,1931,Iron and Wine,4/15/08 19:00
6969,130,9,1970,Temptations,5/1/08 15:00
6970,127,9,1978,Bruce Springsteen,6/1/08 19:30
6971,50,9,2134,The Black Keys,11/4/08 19:00
6972,20,9,1880,Stone Temple Pilots,2/23/08 14:00
6973,130,9,1834,Bloc Party,1/8/08 19:30
6974,119,9,1897,Vampire Weekend,3/12/08 14:00
6975,29,9,1889,Motley Crue,3/4/08 19:00
6976,10,9,2188,Govt Mule,12/28/08 14:00
6977,27,9,1857,Lonestar,1/31/08 15:00
6978,71,9,2128,Dave Koz,10/29/08 15:00
6979,99,9,2187,Gordon Lightfoot,12/27/08 15:00
6980,19,9,1927,Lionel Richie,4/11/08 15:00
6981,36,9,2119,Jonny Lang,10/20/08 19:30
6982,9,9,1987,Rusted Root,6/10/08 19:30
6983,129,9,1967,Cute Is What We Aim For,5/1/08 19:00
6984,120,9,1954,Calibash,5/1/08 19:00
6985,10,9,1947,Suzanne Vega,5/1/08 15:00
6986,28,9,2133,Nas,11/3/08 19:30
6987,117,9,2127,70s Soul Jam,10/28/08 19:00
6988,58,9,1999,Madonna,6/22/08 19:30
6989,93,9,1884,Flogging Molly,2/27/08 19:00
6990,12,9,2100,Jimmy Buffett,10/1/08 15:00
6991,7,9,2178,Voodoo Music Experience,12/18/08 14:00
6992,104,9,1999,Colbie Caillat,6/22/08 14:00
6993,11,9,2079,David Byrne,9/10/08 15:00
6994,16,9,1834,Nofx,1/8/08 19:30
6995,87,9,2174,Gnarls Barkley,12/14/08 19:30
6996,50,9,2189,Rod Stewart,12/29/08 19:00
6997,38,9,1839,Bo Bice,1/13/08 15:00
6998,118,9,2132,Burt Bacharach,11/2/08 14:00
6999,42,9,2177,Nofx,12/17/08 14:00
7000,114,9,1893,Medeski Martin and Wood,3/8/08 15:00
7001,84,9,2037,Maze,7/30/08 15:00
7002,30,9,1881,Al Green,2/24/08 19:30
7003,41,9,1844,Gwen Stefani,1/18/08 15:00
7004,59,9,2082,Citizen Cope,9/13/08 15:00
7005,17,9,1895,Beck,3/10/08 19:30
7006,90,9,2061,Dolly Parton,8/23/08 19:30
7007,120,9,1915,Sevendust,3/30/08 15:00
7008,95,9,1850,Old 97s,1/24/08 19:00
7009,49,9,2127,Ryan Adams,10/28/08 15:00
7010,23,9,2174,Arlo Guthrie,12/14/08 19:00
7011,120,9,2019,Vans Warped Tour,7/12/08 19:30
7012,75,9,2160,Cold War Kids,11/30/08 19:00
7013,55,9,2148,Gladys Knight,11/18/08 19:30
7014,130,9,2142,Children of Bodom,11/12/08 19:00
7015,82,9,1999,Hippiefest,6/22/08 14:00
7016,38,9,1955,Monsters of Rock,5/1/08 19:30
7017,89,9,1973,Radiohead,5/1/08 15:00
7018,72,9,2105,Toad The Wet Sprocket,10/6/08 15:00
7019,42,9,1979,Alkaline Trio,6/2/08 19:00
7020,108,9,2002,The Kooks,6/25/08 14:00
7021,66,9,2099,Live,9/30/08 19:00
7022,56,9,2165,Jethro Tull,12/5/08 19:00
7023,116,9,2181,Echo & the Bunnymen,12/21/08 19:30
7024,37,9,1870,Brooks and Dunn,2/13/08 14:00
7025,28,9,2056,Rodrigo y Gabriela,8/18/08 19:30
7026,24,9,2125,Trisha Yearwood,10/26/08 15:00
7027,112,9,2062,Bon Jovi,8/24/08 19:30
7028,84,9,1830,Counting Crows and Maroon 5,1/4/08 14:00
7029,80,9,1886,Jonny Lang,3/1/08 15:00
7030,15,9,2034,Ween,7/27/08 19:30
7031,70,9,2050,Ben E. King,8/12/08 19:00
7032,113,9,1990,Chromeo,6/13/08 19:00
7033,123,9,2028,Rusted Root,7/21/08 14:00
7034,116,9,1953,Sheryl Crow,5/1/08 15:00
7035,77,9,1893,Tom Jones,3/8/08 15:00
7036,9,9,1892,Colbie Caillat,3/7/08 15:00
7037,66,9,2083,Tokyo Police Club,9/14/08 14:00
7038,20,9,2091,Huey Lewis and the News,9/22/08 15:00
7039,85,9,1843,Chaka Khan,1/17/08 19:30
7040,5,9,2017,Hot Tuna,7/10/08 14:00
7041,71,9,2105,Nick Cave,10/6/08 15:00
7042,129,9,1889,Rick Braun,3/4/08 19:00
7043,62,9,2084,Chromeo,9/15/08 14:00
7044,87,9,2153,Dolly Parton,11/23/08 19:30
7045,101,9,1943,Kiss,4/27/08 15:00
7046,119,9,1962,Wallflowers,5/1/08 15:00
7047,63,9,1933,Greg Kihn Band,4/17/08 19:00
7048,65,9,1975,Stray Cats,5/1/08 15:00
7049,72,9,1962,Sound Tribe Sector 9,5/1/08 19:30
7050,79,9,2036,Weird Al Yankovic,7/29/08 19:30
7051,62,9,1978,Etta James,6/1/08 19:30
7052,126,9,1846,Trace Adkins,1/20/08 15:00
7053,95,9,2036,Toad The Wet Sprocket,7/29/08 19:30
7054,87,9,2165,The Roots,12/5/08 15:00
7055,118,9,2083,Donna Summer,9/14/08 15:00
7056,55,9,2143,Counting Crows,11/13/08 19:30
7057,43,9,1861,Manhattan Transfer,2/4/08 19:00
7058,91,9,1903,Umphreys McGee,3/18/08 14:00
7059,89,9,2080,REO Speedwagon,9/11/08 15:00
7060,95,9,1833,Billy Joel,1/7/08 14:00
7061,93,9,1883,Daughtry,2/26/08 14:00
7062,79,9,1899,Tony Bennett,3/14/08 14:00
7063,42,9,2163,Sheryl Crow,12/3/08 19:30
7064,113,9,1856,George Thorogood and the Destroyers,1/30/08 19:00
7065,74,9,1853,Jamboree in the Hills,1/27/08 15:00
7066,43,9,2165,Loretta Lynn,12/5/08 15:00
7067,53,9,2044,Linda Eder,8/6/08 19:00
7068,22,9,2006,Medeski Martin and Wood,6/29/08 14:00
7069,53,9,2050,Sevendust,8/12/08 14:00
7070,76,9,2011,Hermans Hermits,7/4/08 19:00
7071,15,9,1921,Kenny Chesney,4/5/08 15:00
7072,105,9,2153,Merle Haggard,11/23/08 19:30
7073,110,9,2056,Tina Turner,8/18/08 15:00
7074,128,9,1880,Jill Scott,2/23/08 19:00
7075,39,9,2147,Doobie Brothers,11/17/08 19:30
7076,93,9,1879,Dennis DeYoung,2/22/08 19:30
7077,5,9,2130,Trisha Yearwood,10/31/08 19:30
7078,36,9,2139,Los Lonely Boys,11/9/08 19:30
7079,127,9,1837,Tegan and Sara,1/11/08 14:00
7080,33,9,2023,Calibash,7/16/08 19:00
7081,49,9,2104,Dj Tiesto,10/5/08 15:00
7082,24,9,1964,John Hiatt,5/1/08 19:00
7083,66,9,1926,Stephenie Meyer,4/10/08 14:00
7084,85,9,1921,Beach Boys,4/5/08 14:00
7085,98,9,2079,Hermans Hermits,9/10/08 14:00
7086,29,9,1836,Joe Satriani,1/10/08 14:00
7087,28,9,2137,Dolly Parton,11/7/08 19:00
7088,93,9,1960,Crue Fest,5/1/08 19:30
7089,80,9,2152,Jessica Simpson,11/22/08 15:00
7090,63,9,2099,Govt Mule,9/30/08 14:00
7091,98,9,2007,George Michael,6/30/08 19:30
7092,43,9,1946,Cute Is What We Aim For,4/30/08 19:30
7093,45,9,2107,Wyclef Jean,10/8/08 19:00
7094,3,9,1889,Gipsy Kings,3/4/08 19:00
7095,60,9,1884,Bo Bice,2/27/08 19:00
7096,115,9,1858,Dennis DeYoung,2/1/08 14:00
7097,36,9,1917,Southside Johnny & the Asbury Jukes,4/1/08 19:30
7098,25,9,1848,Marco Antonio Solis,1/22/08 15:00
7099,54,9,1928,Melissa Etheridge,4/12/08 15:00
7100,89,9,2135,Jerry Jeff Walker,11/5/08 15:00
7101,50,9,1992,Lyle Lovett,6/15/08 14:00
7102,125,9,2081,Doobie Brothers,9/12/08 19:30
7103,56,9,1907,Toby Keith,3/22/08 15:00
7104,28,9,2177,Casting Crowns,12/17/08 19:00
7105,52,9,2132,Red Hot Chili Peppers,11/2/08 14:00
7106,25,9,1951,The Whigs,5/1/08 19:30
7107,46,9,2065,Keith Urban,8/27/08 15:00
7108,116,9,1846,Nas,1/20/08 19:00
7109,110,9,2170,Rush,12/10/08 14:00
7110,9,9,2062,Los Temerarios,8/24/08 19:30
7111,84,9,1851,Joan Baez,1/25/08 15:00
7112,50,9,1933,Travis Tritt,4/17/08 15:00
7113,39,9,2097,Projekt Revolution,9/28/08 19:30
7114,49,9,1908,Teddy Geiger,3/23/08 15:00
7115,22,9,1844,Joe Cocker,1/18/08 19:30
7116,39,9,1866,Smash Mouth,2/9/08 14:00
7117,106,9,1827,Wallflowers,1/1/08 14:00
7118,37,9,2005,Matchbox Twenty,6/28/08 15:00
7119,85,9,1895,Beck,3/10/08 14:00
7120,116,9,2155,Robert Cray Band,11/25/08 15:00
7121,99,9,2178,English Beat,12/18/08 15:00
7122,115,9,1861,Vicente Fernandez,2/4/08 19:00
7123,104,9,2025,Nick Cave,7/18/08 14:00
7124,1,9,2039,Toadies,8/1/08 14:00
7125,42,9,2116,Chaka Khan,10/17/08 14:00
7126,22,9,2002,Carcass,6/25/08 19:30
7127,47,9,1938,Dixie Chicks,4/22/08 19:30
7128,87,9,1886,Zucchero,3/1/08 19:00
7129,75,9,2159,Dierks Bentley,11/29/08 19:30
7130,62,9,2044,Los Temerarios,8/6/08 15:00
7131,81,9,1923,Rock The Bayou,4/7/08 19:30
7132,11,9,1962,Dave Matthews Band,5/1/08 15:00
7133,20,9,2170,Seal,12/10/08 19:30
7134,65,9,2015,Snoop Dogg,7/8/08 14:00
7135,108,9,2105,Phil Vassar,10/6/08 19:00
7136,64,9,1977,Dave Matthews Band,5/1/08 15:00
7137,3,9,2034,Janet Jackson,7/27/08 19:00
7138,111,9,2029,Children of Bodom,7/22/08 19:00
7139,80,9,2097,Sammy Hagar,9/28/08 14:00
7140,98,9,1963,Chris Isaak,5/1/08 19:30
7141,38,9,1922,Lucinda Williams,4/6/08 19:30
7142,56,9,1871,Linkin Park,2/14/08 14:00
7143,32,9,1873,Stray Cats,2/16/08 15:00
7144,129,9,2155,Idina Menzel,11/25/08 19:30
7145,66,9,1839,Cowboy Junkies,1/13/08 14:00
7146,57,9,1990,Cake,6/13/08 14:00
7147,98,9,1902,Bryan Adams,3/17/08 14:00
7148,69,9,2180,O.A.R.,12/20/08 19:30
7149,2,9,1841,Fiction Plane,1/15/08 19:00
7150,75,9,2100,English Beat,10/1/08 19:30
7151,43,9,1842,Tina Turner,1/16/08 19:00
7152,111,9,1837,Celtic Thunder,1/11/08 14:00
7153,127,9,1939,Greg Kihn Band,4/23/08 19:00
7154,120,9,2119,UB40,10/20/08 19:00
7155,74,9,2005,Iron and Wine,6/28/08 19:30
7156,83,9,2105,Rod Stewart,10/6/08 19:00
7157,81,9,2126,Dropkick Murphys,10/27/08 15:00
7158,119,9,1991,John Fogerty,6/14/08 19:30
7159,120,9,2158,Eagles,11/28/08 14:00
7160,29,9,1990,Ben Harper,6/13/08 19:00
7161,34,9,2042,Burt Bacharach,8/4/08 14:00
7162,49,9,2139,Led Zeppelin,11/9/08 19:30
7163,76,9,1944,Hootie and the Blowfish,4/28/08 15:00
7164,65,9,2107,Temptations,10/8/08 19:00
7165,37,9,1901,Red Hot Chili Peppers,3/16/08 14:00
7166,34,9,2171,The National,12/11/08 15:00
7167,20,9,2091,The Whigs,9/22/08 19:00
7168,14,9,1855,Fleet Foxes,1/29/08 19:30
7169,115,9,1854,Dropkick Murphys,1/28/08 15:00
7170,27,9,1855,Charlie Daniels Band,1/29/08 19:00
7171,111,9,2094,Martina McBride,9/25/08 15:00
7172,123,9,2028,Montgomery Gentry,7/21/08 15:00
7173,127,9,2106,Jim Brickman,10/7/08 15:00
7174,110,9,1994,Eric Clapton,6/17/08 15:00
7175,34,9,2044,Snoop Dogg,8/6/08 19:00
7176,89,9,1898,Randy Travis,3/13/08 19:00
7177,20,9,1904,At The Gates,3/19/08 19:00
7178,102,9,2117,Gary Allan,10/18/08 15:00
7179,47,9,1941,Josh Turner,4/25/08 19:30
7180,38,9,1992,Good Charlotte,6/15/08 19:30
7181,82,9,1942,Charlie Daniels Band,4/26/08 19:30
7182,65,9,1893,Amos Lee,3/8/08 19:30
7183,127,9,2055,Kenny Loggins,8/17/08 15:00
7184,89,9,2177,James Blunt,12/17/08 15:00
7185,70,9,2023,Bette Midler,7/16/08 19:30
7186,83,9,1977,Hippiefest,5/1/08 14:00
7187,65,9,1883,Sunday in the Country,2/26/08 19:30
7188,64,9,2180,Zappa Plays Zappa,12/20/08 14:00
7189,27,9,1830,Michael Buble,1/4/08 14:00
7190,74,9,2012,Steven Curtis Chapman,7/5/08 19:30
7191,12,9,2128,Michael Bolton,10/29/08 19:00
7192,54,9,2191,Lindsey Buckingham,12/31/08 19:30
7193,61,9,2085,Gwen Stefani,9/16/08 14:00
7194,39,9,2028,Foghat,7/21/08 19:00
7195,110,9,2184,O.A.R.,12/24/08 15:00
7196,84,9,1901,Reba McEntire,3/16/08 19:30
7197,95,9,1827,Gretchen Wilson,1/1/08 19:00
7198,119,9,1851,Goo Goo Dolls,1/25/08 19:30
7199,82,9,1943,Blind Melon,4/27/08 19:00
7200,84,9,2090,Lonestar,9/21/08 19:30
7201,81,9,2101,Armando Manzanero,10/2/08 19:30
7202,86,9,1977,The Jesus and Mary Chain,5/1/08 19:00
7203,84,9,2085,Cake,9/16/08 19:00
7204,56,9,2039,Ted Nugent,8/1/08 19:00
7205,30,9,1861,Insane Clown Posse,2/4/08 19:00
7206,46,9,1844,Colbie Caillat,1/18/08 19:30
7207,5,9,1866,Ani DiFranco,2/9/08 19:00
7208,40,9,2160,Sugarland,11/30/08 15:00
7209,91,9,1921,Trace Adkins,4/5/08 19:00
7210,7,9,1906,Etta James,3/21/08 15:00
7211,22,9,1978,The Police,6/1/08 19:00
7212,95,9,2013,Mars Volta,7/6/08 14:00
7213,34,9,2181,Judas Priest,12/21/08 19:30
7214,29,9,1980,Willie Nelson,6/3/08 15:00
7215,19,9,1949,Sound Tribe Sector 9,5/1/08 19:30
7216,122,9,2064,Gwen Stefani,8/26/08 15:00
7217,16,9,2178,Steven Curtis Chapman,12/18/08 14:00
7218,96,9,1971,Dolly Parton,5/1/08 19:00
7219,33,9,2083,Jill Scott,9/14/08 19:30
7220,48,9,2096,Rock The Bayou,9/27/08 15:00
7221,4,9,2036,Rock The Bayou,7/29/08 14:00
7222,44,9,1891,Jimmy Buffett,3/6/08 15:00
7223,24,9,2146,Tokio Hotel,11/16/08 19:00
7224,8,9,2033,Seether,7/26/08 19:30
7225,11,9,2067,Pat Benatar,8/29/08 15:00
7226,55,9,2079,Steven Curtis Chapman,9/10/08 15:00
7227,13,9,2063,Little River Band,8/25/08 15:00
7228,6,9,1916,Shakira,3/31/08 19:00
7229,56,9,1900,Rancid,3/15/08 14:00
7230,92,9,1878,Trisha Yearwood,2/21/08 14:00
7231,1,9,1897,Little River Band,3/12/08 19:30
7232,30,9,1916,Trisha Yearwood,3/31/08 15:00
7233,76,9,2103,Poison,10/4/08 14:00
7234,57,9,2156,Oliver Dragojevic,11/26/08 15:00
7235,15,9,1838,Joe Cocker,1/12/08 14:00
7236,11,9,2009,Voodoo Music Experience,7/2/08 14:00
7237,29,9,2097,Motorhead,9/28/08 14:00
7238,42,9,2155,Garth Brooks,11/25/08 19:30
7239,89,9,2011,Lenny Kravitz,7/4/08 15:00
7240,61,9,2156,Bette Midler,11/26/08 14:00
7241,47,9,1924,Smokey Robinson,4/8/08 19:00
7242,72,9,2107,Dave Stewart,10/8/08 19:30
7243,126,9,2104,Foreigner,10/5/08 15:00
7244,90,9,2183,Vicente Fernandez,12/23/08 19:00
7245,120,9,1991,Irish Tenors,6/14/08 14:00
7246,120,9,1892,Govt Mule,3/7/08 14:00
7247,14,9,2053,Sammy Hagar,8/15/08 19:30
7248,14,9,2160,Cowboy Junkies,11/30/08 15:00
7249,45,9,2107,Charlie Daniels Band,10/8/08 19:00
7250,105,9,2003,Tower of Power,6/26/08 14:00
7251,92,9,1926,Jimmy Buffett,4/10/08 19:30
7252,37,9,2019,Matchbox Twenty,7/12/08 19:00
7253,81,9,2075,70s Soul Jam,9/6/08 14:00
7254,84,9,2080,70s Soul Jam,9/11/08 15:00
7255,105,9,2167,The Who,12/7/08 19:30
7256,55,9,1885,Wilco,2/28/08 19:30
7257,10,9,2163,Natalie Cole,12/3/08 14:00
7258,23,9,1855,Willie Nelson,1/29/08 14:00
7259,98,9,1831,Blues Brothers,1/5/08 15:00
7260,116,9,2078,Cafe Tacuba,9/9/08 14:00
7261,124,9,2000,Idina Menzel,6/23/08 14:00
7262,11,9,2117,Steely Dan,10/18/08 19:00
7263,26,9,2004,Echo & the Bunnymen,6/27/08 19:30
7264,100,9,2014,David Sanborn,7/7/08 19:00
7265,31,9,2087,English Beat,9/18/08 14:00
7266,3,9,1876,Rusted Root,2/19/08 19:30
7267,88,9,2090,Dolly Parton,9/21/08 15:00
7268,115,9,2093,Montgomery Gentry,9/24/08 14:00
7269,75,9,1882,Govt Mule,2/25/08 19:30
7270,35,9,1967,Dickey Betts and Great Southern,5/1/08 14:00
7271,80,9,1877,Michael Buble,2/20/08 19:30
7272,91,9,1862,Lyle Lovett,2/5/08 19:00
7273,41,9,2120,Fergie,10/21/08 15:00
7274,26,9,2186,Fleet Foxes,12/26/08 19:30
7275,75,9,2158,Alejandro Fernandez,11/28/08 15:00
7276,55,9,2133,Hippiefest,11/3/08 14:00
7277,19,9,2120,Built To Spill,10/21/08 15:00
7278,29,9,2106,Ben E. King,10/7/08 15:00
7279,114,9,2084,Godsmack,9/15/08 19:00
7280,113,9,2047,Steve Miller Band,8/9/08 19:30
7281,87,9,2072,Gnarls Barkley,9/3/08 15:00
7282,83,9,2167,Reba and Kelly Clarkson,12/7/08 14:00
7283,68,9,1911,Extreme,3/26/08 19:00
7284,94,9,2136,Backstreet Boys,11/6/08 15:00
7285,35,9,1867,Los Temerarios,2/10/08 14:00
7286,40,9,2075,Flogging Molly,9/6/08 15:00
7287,130,9,2053,Umphreys McGee,8/15/08 15:00
7288,48,9,1951,Madonna,5/1/08 19:30
7289,58,9,2181,Vanessa Hudgens,12/21/08 14:00
7290,23,9,1969,Tina Turner,5/1/08 14:00
7291,127,9,2088,Coheed and Cambria,9/19/08 14:00
7292,56,9,2169,Black Crowes,12/9/08 15:00
7293,91,9,1999,Rush,6/22/08 19:00
7294,126,9,1954,Blake Shelton,5/1/08 14:00
7295,16,9,1976,Kenny Rogers,5/1/08 19:00
7296,28,9,2073,Loretta Lynn,9/4/08 14:00
7297,113,9,2117,Rick Braun,10/18/08 14:00
7298,102,9,2108,Monsters of Rock,10/9/08 19:00
7299,68,9,2146,Billy Idol,11/16/08 14:00
7300,19,9,1973,Joe Cocker,5/1/08 19:00
7301,121,9,2069,Insane Clown Posse,8/31/08 19:00
7302,130,9,2084,Tom Petty and the Heartbreakers,9/15/08 14:00
7303,32,9,2118,War,10/19/08 15:00
7304,50,9,1863,The Raconteurs,2/6/08 19:00
7305,6,9,2062,Nashville Star,8/24/08 19:30
7306,28,9,1890,Dickey Betts and Great Southern,3/5/08 19:00
7307,75,9,1866,Gretchen Wilson,2/9/08 15:00
7308,58,9,2107,Trisha Yearwood,10/8/08 19:00
7309,95,9,2153,Duffy,11/23/08 19:30
7310,125,9,2063,Iron and Wine,8/25/08 14:00
7311,48,9,2153,Hootie and the Blowfish,11/23/08 15:00
7312,88,9,1949,Celtic Thunder,5/1/08 14:00
7313,22,9,1979,Paramore,6/2/08 14:00
7314,11,9,1934,Black Crowes,4/18/08 19:30
7315,39,9,1992,Citizen Cope,6/15/08 14:00
7316,88,9,1938,Foo Fighters,4/22/08 15:00
7317,54,9,1895,Zappa Plays Zappa,3/10/08 15:00
7318,4,9,2003,Jesse McCartney,6/26/08 19:00
7319,58,9,1886,Trisha Yearwood,3/1/08 14:00
7320,22,9,1976,.38 Special,5/1/08 15:00
7321,41,9,1932,Fergie,4/16/08 19:00
7322,15,9,1929,Trisha Yearwood,4/13/08 19:00
7323,106,9,2108,Lenny Kravitz,10/9/08 19:00
7324,10,9,1973,Broken Social Scene,5/1/08 19:00
7325,81,9,2002,Boyz II Men,6/25/08 15:00
7326,98,9,1993,Wyclef Jean,6/16/08 14:00
7327,71,9,2110,Nofx,10/11/08 14:00
7328,17,9,1995,Duffy,6/18/08 15:00
7329,40,9,2011,Serj Tankian,7/4/08 14:00
7330,34,9,1887,Sound Tribe Sector 9,3/2/08 15:00
7331,93,9,1951,Def Leppard,5/1/08 15:00
7332,104,9,1843,New Kids on the Block,1/17/08 15:00
7333,31,9,2055,Rusted Root,8/17/08 14:00
7334,46,9,1908,Guitars and Saxes,3/23/08 14:00
7335,79,9,1862,Neville Brothers,2/5/08 19:30
7336,38,9,1945,.38 Special,4/29/08 19:30
7337,97,9,1901,Rod Stewart,3/16/08 19:30
7338,108,9,2108,Killing Joke,10/9/08 19:30
7339,107,9,2118,Frankie Valli,10/19/08 19:00
7340,20,9,1985,Beach Boys,6/8/08 19:00
7341,1,9,1901,Ryan Adams,3/16/08 15:00
7342,115,9,1918,Missy Higgins,4/2/08 19:00
7343,106,9,1959,Joshua Radin,5/1/08 19:30
7344,41,9,2189,Buckcherry,12/29/08 19:00
7345,22,9,2135,Robert Plant and Alison Krauss,11/5/08 19:00
7346,112,9,1909,Loretta Lynn,3/24/08 14:00
7347,94,9,2150,Voodoo Music Experience,11/20/08 15:00
7348,5,9,2122,Vicente Fernandez,10/23/08 15:00
7349,56,9,2157,Clint Black,11/27/08 15:00
7350,18,9,1996,Broken Social Scene,6/19/08 19:00
7351,54,9,2142,Los Temerarios,11/12/08 14:00
7352,124,9,1953,Nas,5/1/08 19:30
7353,32,9,2043,Loretta Lynn,8/5/08 14:00
7354,94,9,2173,Christina Aguilera,12/13/08 15:00
7355,69,9,2133,Rolling Stones,11/3/08 15:00
7356,69,9,1939,Peter Frampton,4/23/08 15:00
7357,98,9,2034,Echo & the Bunnymen,7/27/08 19:30
7358,125,9,1837,Burt Bacharach,1/11/08 14:00
7359,26,9,2043,King Crimson,8/5/08 14:00
7360,83,9,2128,John Fogerty,10/29/08 19:30
7361,36,9,1924,Jonas Brothers,4/8/08 15:00
7362,19,9,1919,Garth Brooks,4/3/08 19:00
7363,110,9,1850,Bootsy Collins,1/24/08 14:00
7364,71,9,2042,Scorpions,8/4/08 14:00
7365,11,9,1985,Monsters of Rock,6/8/08 14:00
7366,24,9,2025,Sarah Brightman,7/18/08 14:00
